Agro_3_clean,Agro_3_noise,Agro_3_filtrada
81.42765503379374,74.41877595058774,81.84714299443782
80.41625652163522,81.70296619326727,81.85456632832731
80.79579235804178,85.98536688966657,81.8464087152865
81.51125875938413,80.11089965447148,81.82344771707676
80.23894002053838,87.42400954536076,81.78672854588397
81.94683511344257,83.73061992219925,81.73755235099416
79.85545527929148,80.82154664526695,81.67744730375287
82.13712918054706,78.88756885911208,81.60812321643225
80.80360707644762,85.73549415251466,81.5314134653843
80.96118321518392,78.23686687137081,81.44921019794556
79.87314296343894,78.02209123380959,81.36339967149333
80.94135040263293,74.77173052875067,81.27580440138068
80.59387126956427,83.53310690895714,81.18813762413436
80.95687884189348,82.88432287209343,81.1019729102324
81.34506930031276,81.37853058273215,81.01872791897624
82.16905114812423,84.5969314521676,80.93965801333131
81.6997780078185,83.81851795821382,80.86585434952143
81.82413097387256,80.62529687340893,80.79824226757574
80.89463297420808,78.32049750706051,80.73757847990827
81.09614020968392,75.470332319615,80.68444857849792
83.02137428512437,82.43862542111519,80.63926842693154
81.29564695689143,77.00513470960095,80.60229293824992
83.01607176883117,83.54959609330213,80.57363361031423
81.73143421811831,81.20529191013341,80.55328329996824
81.94643794180017,80.62784377255196,80.54114451819217
82.73575526182044,86.16815429632817,80.53705672961588
82.91688737171033,79.68177675787233,80.54081875340214
81.98745266410714,75.92637735823165,80.5522040951139
81.8301020023475,81.09085027632979,80.57096929420726
82.0979667241925,79.67107592319114,80.59685704906039
82.40730489371448,82.80603153340378,80.62959598414108
82.82665211230785,79.83020893878363,80.66889769269596
82.23608345842811,83.61534546347026,80.71445043703885
82.69510106814998,79.50421424243589,80.76590859454532
83.43586277262918,80.20948267696255,80.82287757973434
82.58142747151233,84.60323123356412,80.88489501013414
82.55653445489064,82.40417961738339,80.95140986231034
81.29737113171758,77.40398769571843,81.02176228817628
80.53969118259504,77.41789402237164,81.09516790527408
82.67201911203207,81.44924955277965,81.17071141952134
82.35109131970745,78.6023666396183,81.24735430872433
82.0727892130983,81.12841042177493,81.32395942456482
82.61763208786968,81.78867512600974,81.3993325031167
82.41725584559047,79.40943543570278,81.47227786503895
83.25971455527007,85.39173223411711,81.54166359310338
82.5396272500574,79.19294244036655,81.60649023405804
81.96393503480105,86.04951986464651,81.66595655005379
83.18567907941326,82.46908732816664,81.71951606728344
82.34470144447705,80.18113136336278,81.76691914274699
82.86774805385528,84.6367770462751,81.8082368537553
82.16581250467873,82.27879050517681,81.84386482537836
82.04429716543376,84.53661888954115,81.87450674076776
82.55561817770267,75.99248419403612,81.90113870865594
82.5015535911689,84.19674035705745,81.92495704400667
82.82267469548287,81.11953231846184,81.94731301103283
82.29131565771951,82.41458585207508,81.96963810657468
81.18483817852548,80.89565518449129,81.99336266621624
82.1566219872662,86.57329890257529,82.01982975226679
83.00286272157354,76.90074391914855,82.05020597051622
82.22500627669808,87.51896798838855,82.08539107978423
82.24503594022167,84.56205514537645,82.12592885676011
83.09065928622346,83.58964157549514,82.17192263523351
81.88286423598602,77.18114075168903,82.22296050272007
81.28069325505005,75.79658880583658,82.27805730780366
82.225986047722,80.38617410464227,82.33562222764378
81.97564292487594,84.05867526727192,82.39345983807736
81.6126960507557,81.59300846856694,82.4488089817227
82.13917681591137,84.03570833013895,82.49841901662315
82.57724114056124,77.77767545118157,82.5386595218056
82.196305717138,82.34192926412865,82.5656579029001
82.38569309512434,85.97836191448984,82.57545855213921
83.4065716817872,88.16851893327375,82.56419622372532
81.86193571823407,77.7491316618334,82.52827541242054
82.25994780102305,81.10570091878867,82.46454792788688
81.67019913372238,80.5524414444614,82.37048258585288
81.39413715905675,79.3397648832425,82.2443223200498
81.53549383561483,84.51282852828717,82.08522351028547
81.56654234767689,90.98450424422212,81.8933701962499
82.10845881534216,78.45566010125845,81.67005384424311
83.45474396085893,84.84791263158478,81.41770928560955
81.26114304976953,82.23044044032129,81.13989992140951
81.42114048462174,82.46079393429842,80.84124912225704
81.6174239956079,85.98943333873581,80.52731837361016
81.88593348984632,83.1102723907134,80.20443580353339
81.73906161862652,74.73235922183846,79.87948201507305
82.39758785928862,77.6850420599539,79.5596439579337
79.74283969724283,76.24345107025643,79.25215094271714
79.7115109167616,77.25633864628148,78.96400817778672
80.9747550220436,80.51694984399305,78.70174173204045
82.02795408276604,81.32374758963951,78.47116569225132
80.10033703961346,74.11989561007363,78.27717936939928
79.02587359705684,73.7495975978762,78.12360091098891
81.46445276905486,74.51454477068867,78.01304324219737
81.16709023341942,76.07018423053924,77.94683725418659
80.1637861429199,83.41464012887482,77.92500429214452
80.1659619834746,79.2789204363136,77.9462758549913
80.10443971827004,76.9797291671275,78.00815508230455
80.78657586915742,74.4972461512281,78.10701366522254
80.19524889865237,76.87335442553508,78.23821882318467
80.9025179611128,82.89397615357086,78.39628594913867
78.47998106771959,80.04007997742453,78.5750521109595
79.79852068129347,78.97048432134943,78.76786451629886
79.52873520878708,78.65289264539462,78.96777794522347
80.05475738299067,74.24534512421363,79.16775649827514
79.77336047114683,77.22802480140243,79.36087658422571
80.62286618861916,82.44507568802611,79.54052831412697
78.67581360982865,76.46253363929509,79.70061087174537
79.92076806867294,85.24550079716163,79.83571488738274
80.18994394599927,84.14399845810567,79.94128285809497
81.0075647895849,79.5192601238814,80.01373831946965
79.27810638693434,78.40774995038457,80.05057607806818
79.74853168701081,87.03984893033257,80.0504088229275
78.16342132350279,80.9420798145245,80.01296869040203
77.65512660467253,77.88561759933762,79.93906515075884
79.82287440771944,80.43194798315577,79.83050324090928
79.12835206976676,79.6166940919342,79.68996885611321
79.85660056115537,79.80092999456896,79.52088980398013
77.9683526015651,74.45572428055493,79.32728208496997
79.1904648104516,77.8709342568388,79.11359067820241
80.03022056386261,75.32024966272637,78.88453316311171
78.91008329668821,81.28734156979063,78.64495248896677
78.70287483912979,78.26833692167975,78.39968218891148
78.40698328797211,80.95044440904202,78.15342430195088
77.19186192750755,73.01194975432674,77.91063840767875
79.12963455089182,83.79381813543276,77.67543985833225
77.6411684142637,81.89744167087319,77.4515059113193
78.30873423324658,73.14487079516289,77.24198949252683
76.74710238476052,75.08789944114898,77.04944197820129
76.90004978202302,75.59687679899599,76.87574862176034
78.61350414364112,73.89744769274797,76.72208179150336
77.24794073255367,76.39561675035392,76.58887673034221
78.38930429308644,80.21975283009128,76.47583233834155
77.19707079384322,75.65742216575406,76.38193688574844
75.84119830958329,70.2232303927971,76.30551683997649
77.63255440866648,80.16618697501293,76.24430646299919
76.47166090147185,73.87503008009459,76.19553569629731
77.24905658966999,74.99820264688294,76.15603308002056
76.651933858531,82.1662934565616,76.12233908596892
75.42735083876558,76.72831085481619,76.0908241603628
76.49473548502961,73.84115481300911,76.05780572206739
77.78824189672203,73.88819840117851,76.01965954691318
76.46610666025192,79.63406713466081,75.97292274608996
75.9498710482406,78.89202939895824,75.91438672262849
76.610991187998,74.94899762418842,75.84117877214285
75.87284926014011,71.74350580020285,75.75083143363678
75.73821232027089,77.00291385773912,75.64133995246357
74.69259765746389,76.64056271542816,75.51120940669657
75.48467920290162,74.26215366594246,75.35949310675487
75.90911325964082,72.29092070100401,75.18582308924802
74.46145730324153,74.5426613959328,74.99043277574941
75.90534025827095,77.41980127097969,74.77417120098119
74.70459963681519,73.10699642780273,74.53850717376454
74.00707811635756,74.8660443083059,74.28552053906397
75.18571844102458,76.3696521562908,74.01787708012594
74.14462965502315,77.90156096876746,73.73878379401698
74.73422030738125,73.35444919030962,73.45192218369547
73.85468203964994,70.11811160991262,73.16135894697132
73.87258128677479,73.65178395833716,72.871435894449
74.11470600390442,79.6494322597419,72.58664318004656
73.82681838240485,68.04406449895463,72.31148119641283
72.07953170142704,64.4930795100725,72.05031723488652
72.54399845297512,72.18964988715364,71.80724385802353
73.83118756946826,72.58722762353618,71.58594599486933
72.93911770429594,72.25571512441884,71.389581796625
72.51531028185,71.70986870270916,71.22067903813311
71.78054038519109,75.07866571001082,71.08104648927878
71.82467295080136,71.68540545780708,70.97169934712186
71.01351680565865,73.70163379419647,70.89279916169464
72.20552331290111,64.07972325763598,70.8436110206272
71.7045292070918,69.96937178433814,70.82248333020615
71.29322673607375,68.61919077670508,70.82685715179835
71.76795703213782,64.27467999478503,70.85331158333585
71.9156458998565,72.25476949579762,70.89764896885094
72.97076139088023,72.6417613215976,70.95501960446937
70.2913097260605,68.7594712086536,71.02008122529855
72.00476463777727,71.59158352531739,71.08718502798536
71.71741895272564,72.05652287841023,71.15057799022401
70.33342877041608,73.65622401289042,71.20461053821414
70.86311632061414,72.97050709586027,71.24393857692117
70.24209278867899,71.31969767692391,71.26370949384275
70.53354628393713,78.10090578609085,71.25972325236695
71.30064340801819,68.9782818724276,71.22856205467879
70.50843863609828,66.04818824533994,71.16768496662344
70.28039385236642,74.13141754694546,71.07548682433239
69.46261235872781,75.58553103423064,70.95132272248749
68.56407335243125,66.4807487684871,70.79549986254925
69.29570875682715,73.8146697678461,70.60923840491999
70.12464119373873,68.37499479200656,70.39460348747161
68.04904863979235,69.96694132393456,70.15441167447017
68.21724211970157,70.31723087829826,69.89211587591113
68.88163475700728,66.81188617294362,69.61167286712646
67.94115205453237,73.99810310753155,69.3173971632652
67.91254375114436,74.34620867240338,69.01380450496795
68.00744394124244,64.65805635377494,68.70544819193914
67.18445292490597,67.84387743068062,68.39675270035079
67.29470772395184,70.29412316444234,68.09185132973724
68.30500261105979,62.13044221537841,67.79443672894973
66.73327283456264,66.81930488523031,67.50763384615921
66.36558479403489,60.94343629646245,67.23390402894412
66.87859285175404,69.06783024253164,66.97498691284835
67.66736214643916,67.94933993049644,66.73188347027065
66.85241537238792,65.6265148810252,66.50487978583027
66.50022210227095,61.36104595735552,66.29360805750531
66.69156560937768,64.72825116858507,66.09713963095021
65.27353872528525,66.97641851246158,65.91410371370021
66.67679776053014,66.54242257424313,65.74282356101817
66.43384511629128,70.34514799226312,65.58145946644919
65.71384489338507,69.41270540581995,65.42814622733634
66.53942817833459,70.0990144529347,65.28111319311685
64.8809704338797,63.117178551189056,65.13877788346709
66.29472369245133,67.26219361707956,64.99980885675816
65.44835218748304,62.28254433605981,64.86315863424424
64.93970507785997,60.8073296452931,64.72807148124635
64.99654816788018,68.87283084728385,64.59407279807506
64.7706412506644,60.87903969954518,64.4609468291406
65.53530703020999,61.29135393262527,64.32870812705076
63.762948049459965,64.10796903424519,64.19757060171519
63.81852289212563,62.930751001752576,64.06791630330159
64.9135262397008,64.30932088447621,63.940264043980065
63.607248984733296,71.16941248731956,63.81523570732687
64.4907036013482,61.22901928567082,63.69351654306034
64.88635682247245,66.50998346382555,63.57580584525539
63.25214685606853,63.53648403480374,63.46275631280293
63.84725564853938,67.15771954415285,63.35490324942903
62.39987929877714,59.8226224213014,63.25258752628055
63.573218610882726,62.83701126279843,63.1558785120771
63.02223930167974,63.39662140201511,63.06450492493521
63.05181856337047,58.34912342454136,62.97780243425219
62.107168826065,56.18526389242235,62.894686481727
61.235032830774685,61.16681675117814,62.81365706474915
62.5891501905395,66.97637861977422,62.73283893493652
60.63195074810069,59.47678105886729,62.650056017011615
61.69403957597744,60.98859785873627,62.56293422554659
62.415272979538045,66.18939647418456,62.46902380758593
61.7314596172153,61.243368138017445,62.36593098204863
62.80209730633785,65.35022958836574,62.25144814458778
61.99741674163511,70.74298757053404,62.123672042669334
60.66416682723824,58.77149185144427,61.98110063479619
60.98355872373385,60.402848671329,61.82270223128334
60.774327580621936,62.0738572270687,61.64795449409044
59.54353081922396,64.43580877889224,61.45685444659401
59.83687821856466,59.45928152830782,61.24990251822412
59.94727876231011,62.33916067101448,61.028064159704364
58.75967756286686,59.90068291089179,60.79271293926701
60.06407993419841,59.82714485546004,60.545559694137324
59.70288431565101,58.32397137669652,60.28857281882001
58.55322186063878,56.55509701857469,60.02389469295966
59.854837779946585,69.90925312733522,59.75375843723749
59.92128432728035,54.866902326338135,59.480407876403866
59.42804080858805,54.68445108119295,59.206022661878514
58.89188597442816,59.69459395896244,58.93265066792134
59.38304903652008,60.04972772299765,58.662150269478445
59.29620340964664,60.69456981660233,58.39614455981573
58.88695999075887,56.01859771412826,58.13598814802849
57.94701080079685,54.580351653257416,57.88274635123719
58.571070114062366,57.63468797421232,57.63718678399615
59.06825924739021,62.04508307325263,57.399783428574715
57.6685332930668,54.330533551381365,57.17073244254761
59.410274181775485,59.90593845888631,56.94997791871668
57.43012462892077,55.74999849629639,56.737245676284516
57.67792183770848,52.677877882488126,56.53208399022456
57.04250296126765,52.83969878086221,56.33391103456757
57.52838793165631,60.51417731817142,56.14206873772192
56.01226227610624,54.03179055631957,55.955881303633824
56.71018500462681,60.78967071056106,55.77471445945281
56.18941786896499,56.06725186760642,55.598029987703505
56.91103350560829,52.424790861645576,55.42543029817273
57.3757230595396,58.94085613385636,55.256689414902624
56.99606042622955,54.36779468704986,55.091768697513835
54.74888729403281,53.5128976078615,54.930817013489175
57.70465040199004,61.41979725873628,54.774155887503674
56.3490238466066,52.1190925788051,54.622250865379264
55.46689147854544,53.99222825388179,54.47567139200315
55.9895433561794,52.43573850900786,54.33504300783365
55.87301267360513,51.968918554872765,54.20099707654676
55.15403773021717,53.60204929382727,54.0741236168391
55.63156448029871,52.81887828129712,53.954931703567
54.94103493333266,54.04266543066777,53.84381982854723
54.95751929003036,57.05280849230648,53.74105642558876
54.63556145062894,52.17286382513607,53.64676916660644
53.98956058803229,49.17416529229582,53.560941020805494
54.97209151453604,57.07602614535709,53.483411260259274
55.15840518942456,52.67367298053833,53.41387977224925
54.98892994661608,60.98370843096302,53.351912623954455
55.08341322907094,53.7419738837498,53.29694647783877
54.61860801586634,54.17263201282496,53.248290526889164
53.90192833176808,46.34488861429736,53.20512754138577
54.74704087727349,50.93674747644422,53.16651912824158
53.09463913339089,45.61943700297377,53.13142219404317
53.30125337891356,54.26581090417563,53.09872229893137
53.14481325738978,52.87653350971264,53.06728524242337
54.4650417429349,56.53174112429008,53.0360225536187
54.259433975095824,56.90760447600064,53.00396182120329
53.83231647721616,56.98578459482012,52.97031067629097
54.13452663411237,53.39643222975317,52.9345042268279
52.66291353237735,52.94305325403668,52.89622917934877
53.41793723691315,55.31677082630914,52.855422385459654
52.983091606882425,50.37651581361061,52.81224564086767
53.56161844494262,50.48509355070777,52.76704139558356
52.7875356880288,57.83870022051056,52.72027551802476
52.4994387914566,46.57552043661557,52.67247362825473
53.04956536203848,54.68949564345955,52.62415716607378
53.18761263161951,54.30673034037212,52.5757847718276
52.01116129667903,48.32685654786249,52.52770397184257
52.34231212314238,50.15189791062707,52.480117568268284
51.55158165419466,50.38120239548011,52.43306839616508
50.45264450147775,51.16329358015344,52.38644475089676
52.25178731235499,53.40521061514138,52.34000636954831
52.449267908128014,52.34782414480758,52.2934277906983
52.11944859715381,52.73734511300984,52.24635328104332
50.48568409593718,52.648571352157184,52.198456038136
51.52057453136326,53.53197597912662,52.14949404423553
50.13054233008547,55.16281228712546,52.09935535866487
52.56082624938888,55.98213805674236,52.04808657804584
50.761888203765366,50.820240788695706,51.995899859673216
52.3224490992308,54.42377977680912,51.94315652984176
52.02877256246264,53.41884202392111,51.89032859612352
50.660712590215184,51.1999388435694,51.837942701625195
50.42411074333541,47.57525227846005,51.78651365829794
51.38973349396446,51.92190578987047,51.73647646911038
50.48234867656593,43.708676299493135,51.68812630599516
51.07551005597358,54.59255840203225,51.6415747209085
50.597687907912665,51.74677017846583,51.59672744549648
49.62226067462924,49.10016022676959,51.55328536419769
49.24266288908336,47.862776878926695,51.51076690841494
50.8991095231345,53.045769087347765,51.46854784156267
50.28530764478018,56.312048367739024,51.42591266819878
50.230736394104895,51.46093610345854,51.38211020919588
51.04604488863746,57.28510163424022,51.336404984831134
51.32293636859298,53.89548780803508,51.2881171161783
50.25488342906723,47.61329712986449,51.23664662321335
50.15294057539345,51.75261144795652,51.181482265344215
50.68871714265516,51.9680756330499,51.12219900073872
49.33758716246532,46.6940669973681,51.05845052508018
50.3940470564669,49.0567723876904,50.98996388127454
50.57613573555328,49.17384185067375,50.91654227550314
50.61953492575235,50.94825783636304,50.838080349188715
48.74279234892492,47.82431171882259,50.75459343032516
49.52230773876671,50.40349033042664,50.66625927028916
49.39880539432726,50.811384707904175,50.57346807657067
50.04344401058591,54.20118574164748,50.476874459490595
50.27158205768694,52.07266928942812,50.37744335459766
50.94590393461162,48.64365473710791,50.27648156330562
49.51648838796972,56.4405550069373,50.17564762698287
49.48103635525667,47.200019438873326,50.07693491586326
50.60209906820101,49.33086049891127,49.98262529508093
49.97454593795828,51.93423290365727,49.8952129847145
50.62553648158123,60.12163815621168,49.81729996384692
49.91315616440053,51.23028968752799,49.75146570636001
48.875561579598696,46.77127969291704,49.70011638808168
48.728483079484114,43.351764939254736,49.66532293068161
48.55337952274154,42.95855944180802,49.64866199130121
50.08227723048122,50.118218264251546,49.65107614706751
50.43190131295113,52.21857688120237,49.67276727569073
50.87712126559535,46.22036954462243,49.713131875435316
50.15706910157594,50.88510102243066,49.77074189687028
50.3668549168342,46.05855701557799,49.84337153010572
49.13447536873513,46.10258117484498,49.92806889380696
48.72026220366778,50.79229167627893,50.02127015648766
50.11572394105711,47.66363353348188,50.11895129620752
49.80560963647763,54.1024599399373,50.21680959450551
49.58265918633049,47.665996285345926,50.31046395741752
49.77447406702601,53.41325892283693,50.395661195194265
49.72706108032363,57.15659032389512,50.46847481481094
50.39867181077442,47.95296084976143,50.525483574438226
50.407310321982784,58.49547442977465,50.56391902325257
49.884246618321306,49.92847881898238,50.58177455456028
50.0994776494462,48.02476205649073,50.577872720314474
49.87303358747962,48.9020679663572,50.55189179751703
49.19779546765998,47.87456173664565,50.504355759049396
50.0592836058124,54.65692276210033,50.436592929468034
48.56426450414194,52.8865520800638,50.35066773397186
50.29050545026598,54.57386388930877,50.24928854395113
48.73063197122451,44.46877364099984,50.13569456524995
49.78252194624782,50.403403303260674,50.01352662160174
49.00815687433695,43.92541715126496,49.88668926835077
50.00608358422679,53.322318692537394,49.759212880601616
49.61555004331489,48.02924759589121,49.635123272662405
48.5451926300066,50.19520533442911,49.51832391498132
49.97987111094173,48.3338586360457,49.41249353195704
49.3063294748804,43.54742369030941,49.321000589731206
50.35479990179899,53.25795540188657,49.24683543838132
49.76767617203231,52.924159149428846,49.192559748874565
50.073918808548186,50.53102636184283,49.160271356393224
49.15882367468659,42.23378120330364,49.151581845621564
49.4502058982232,51.91124330355551,49.167605015665714
49.576923259593336,47.1577568810789,49.20895575956785
50.5345056866114,52.22879012199457,49.27575918621015
51.14742967039778,49.53833404478241,49.367668813584245
49.44970150512931,48.17725337693221,49.48389167287631
50.808771709370696,52.44087440295739,49.62321812183923
48.57945617704731,45.8870244901153,49.78405484365073
49.30714190509115,48.76044568098046,49.96446019758702
49.518360949118986,51.18976049096592,50.162181261105474
49.29076378688258,56.39635678696808,50.37469134647262
49.17859980996352,48.934352826388725,50.59922588630852
50.627375582814565,53.38076098242517,50.832814464336295
50.24116134404772,46.39782541570931,51.072308188792505
50.71088734708376,56.26900136834887,51.31440391788647
50.98448629864016,48.33425568103514,51.55566865801552
50.74449058573512,50.310924293121786,51.79256815956576
51.07794186251919,52.75464330745282,52.021503698112454
50.62932376333933,48.07133480845447,52.238860575627676
49.90912343730994,53.45432330114796,52.44107088831561
51.54403869363394,49.37342061051571,52.62469150749417
50.45626138326594,53.1805697720369,52.78649619578922
50.28030821388169,53.78219319763585,52.923578592664406
50.87877682922164,52.77592743082365,53.03346075423016
50.43394657438362,52.757482382524266,53.11420040571627
50.85180201604799,59.1526498160484,53.16448933368153
51.457417168065945,52.82361313466254,53.183735461117195
51.53447458913986,51.89472924623193,53.17212216621137
50.737682670086606,51.84047079885053,53.13064030715863
51.1017631363284,55.27150343303494,53.061090552300335
52.27364031047177,59.91327603893422,52.96605499130211
51.94898687540216,51.40300690352418,52.84883763258213
53.13539318461607,50.142940667348135,52.713374538342514
52.59171137884408,56.40468027378827,52.56411678160946
52.65082565582458,48.18012316414353,52.40589219519344
50.96392779533494,51.809333740487006,52.243753587654695
52.55716115180877,53.55628083745689,52.0828213867444
52.07370641073024,51.72165843084854,51.92812806500792
51.815006465933656,51.65580275456137,51.784470795876715
52.40949832334657,46.98959399897622,51.656278084209625
53.04610168740048,50.19828312010932,51.54749569959382
52.82896466092022,55.90246679933343,51.46149648659716
51.958733323953965,45.26371101123009,51.401016989487445
53.19001262801604,52.90796590662573,51.36812174388455
52.32194080635794,51.29677666619871,51.36419436364555
53.01921545430678,46.48434788131237,51.3899532596557
52.75579195855761,58.3065053779961,51.44548852544745
52.91683484391866,49.537726768652,51.53031515235913
53.7096097960517,55.50999816440611,51.643436775386554
52.54958655199894,51.01168034443111,51.78341421383784
54.745114640554576,51.974115011253154,51.94843434832628
52.21573667700064,51.44175965077746,52.136376806032374
53.18040057592562,52.01161843480474,52.344877605855295
53.96742865976395,53.35497378001371,52.57138978718499
54.228043027707365,51.646971994900426,52.813241139337094
53.86065218773001,50.53495133653546,53.06768883989749
54.00398188016711,57.29843197448663,53.331970371083
54.445907383096895,54.46865507094199,53.60334952568348
54.1123259631631,53.91450781782439,53.87915582687915
55.36602750817549,52.44212766466905,54.156815819434954
55.096233109855525,60.25999964022874,54.4338756501901
55.23870414939505,54.951952953635725,54.70801565658069
54.07159412700406,47.85398311621597,54.97705897287492
54.81363499222689,55.71829070414328,55.23897751508133
54.78129796508543,52.27486922014587,55.491899588529506
54.41122233614521,57.39860632069799,55.73412264131952
55.49186696371161,58.89775006761383,55.96413224846913
54.98908583296949,58.01615518129376,56.18062572224983
55.95097088436447,54.4376329364618,56.38253745692404
54.87085627347263,54.50056845227308,56.569063696790245
56.95215999159325,57.76754510482306,56.739685933754664
55.25126603086504,58.17904675971516,56.89419314020075
56.16309099174455,52.75943304643627,57.03270290163486
56.69576137031493,57.00218298558156,57.15568076143916
55.87487888161897,62.00135560640747,57.26395629373138
57.00489609533587,55.248894078448416,57.35873357913355
55.68254052373566,55.59703273340904,57.44159304704917
57.69519907049891,66.26700379622751,57.51448159894322
56.82530185879882,56.0340858703466,57.57968864974127
56.53550945173936,51.48852074859325,57.639807022823184
56.88207585869442,56.69387693560701,57.69767939692936
57.79714398381429,63.28407482540603,57.756332448876904
56.96205696698623,60.427905189983846,57.818900787612776
56.987764203485575,53.774540519950165,57.88854166832562
57.49922749343261,58.86165310105737,57.9683412251049
56.97325355637816,56.39651167736665,58.061214180004896
59.215152795802304,61.87848843536913,58.169800250789216
57.68874759391082,55.67034631221868,58.29636066563019
58.81259956868748,60.43453542855869,58.44267781067872
58.52311861178167,64.78843032065353,58.609961042638595
